INN;Name;site1;site2;site_list_org;orgname_keywords;orgname_keywords2;addr_keywords;site1_rates;site2_rates;site3_rates;site1_tot;site2_tot;site3_tot;site1_adr;site2_adr;site3_adr;site1_ul;site2_ul;site3_ul
7118506482;"ООО ""Щекинская ГРЭС""";s-gres.ru;s-gres.ru;0;['ЩЕКИНСКАЯ', 'ГРЭС'];[];['ТУЛЬСКАЯ', 'ЩЕКИНСКИЙ', 'СОВЕТСК', 'ЭНЕРГЕТИКОВ'];[17, 0, 1, 0];[];[];18;0;0;1;0;0;0;0;0
5261082487;"ООО ""НижегородЭнергоТрейд""";net-52.ru;;0;['НИЖЕГОРОДЭНЕРГОТРЕЙД'];[];['НИЖЕГОРОДСКАЯ', 'НОВГОРОД', 'ПРИОКСКИЙ', 'ПОБЕДЫ'];[4, 0, 2, 1];[];[];7;0;0;2;0;0;1;0;0
7801606237;"ООО ""МЭК"" (г.Кондопога)";mek.spb.ru;contact.html;0;['МЭК'];['МЕЖРЕГИОНАЛЬНАЯ', 'ЭНЕРГОСБЫТОВАЯ'];['САНКТ-ПЕТЕРБУРГ', 'ЦЕНТРАЛЬНЫЙ', 'НЕВСКИЙ', 'ОФИС'];[7, 10, 3, 1];[4, 12, 7, 2];[];21;25;0;3;7;0;1;2;0
7725828549;"АО ""Атомэнергопромсбыт""";apsbt.ru;;0;['АТОМЭНЕРГОПРОМСБЫТ'];[];['МОСКВА', 'ОЗЕРКОВСКАЯ'];[0, 0, 0, 0];[];[];0;0;0;0;0;0;0;0;0
4401144416;"ООО ""РУСЭНЕРГО""";rusenergo.moscow;rusenergo.org;0;['РУСЭНЕРГО'];[];['МОСКВА', 'САДОВНИЧЕСКАЯ'];[8, 0, 5, 2];[3, 0, 11, 0];[];15;14;0;5;11;0;2;0;0
3525256079;"ООО ""ЭлТА""";eltaltd.ru;eltaltd.ru;http://el-transit.ru;['ЭЛТА'];['ЭЛЕКТРОТРАНЗИТ', 'АЛЬФА'];['ВОЛОГОДСКАЯ', 'ВОЛОГДА', 'ОКРУЖНОЕ'];[9, 0, 0, 0];[];[11, 12, 2, 1];9;0;26;0;0;2;0;0;1
4632168044;"ООО ""Курская ТСК""";quadra.ru;klientam/filialy-i-do/ooo-kurskaya-tsk/;#Н/Д;['КУРСКАЯ', 'ТСК'];[];[];[1, 0, 0, 0];[8, 0, 0, 0];[];1;8;0;0;0;0;0;0;0
7107536816;"ООО ""Квадра-Энергосбыт""";quadra.ru;klientam/filialy…ooo-kvadra-energosbyt/;quadra.ru;['КВАДРА-ЭНЕРГОСБЫТ'];[];['ТУЛЬСКАЯ', 'ТУЛА', 'ТИМИРЯЗЕВА', 'ОФИС'];[0, 0, 1, 1];[0, 0, 1, 1];[0, 0, 1, 1];2;2;2;1;1;1;1;1;1
4205250834;"ООО ""ЭнергоРесурс""";energoresurs.su;ersgroup.ru;0;['ЭНЕРГОРЕСУРС'];[];['КЕМЕРОВСКАЯ', 'КЕМЕРОВО', 'СВОБОДЫ'];[4, 0, 0, 0];[3, 0, 0, 0];[];4;3;0;0;0;0;0;0;0
7722781966;"ООО ""Энергопромсбыт""";energopromsbyt.ru;energopromsbyt.ru;0;['ЭНЕРГОПРОМСБЫТ'];[];['МОСКВА'];[3, 0, 1, 1];[];[];5;0;0;1;0;0;1;0;0
2016081143;"АО ""Чеченэнерго""";chechenergo.ru;chechenergo.ru;0;['ЧЕЧЕНЭНЕРГО'];[];['ЧЕЧЕНСКАЯ', 'ГРОЗНЫЙ', 'СТАРОПРОМЫСЛОВСКОЕ'];[8, 0, 1, 0];[];[];9;0;0;1;0;0;0;0;0
2465102746;"ЗАО ""БоАЗ""";boaz-zavod.ru;;0;['БОАЗ'];['БОГУЧАНСКИЙ', 'АЛЮМИНИЕВЫЙ'];['КРАСНОЯРСКИЙ', 'БОГУЧАНСКИЙ', 'ТАЕЖНЫЙ', 'ЗАВОДА'];[];[];[];0;0;0;0;0;0;0;0;0
2632094529;"АО ""ЮМЭК""";umek.su;umek-sk.ru;umek-sk.ru;['ЮМЭК'];['ЮЖНАЯ', 'МЕЖРЕГИОНАЛЬНАЯ', 'ЭНЕРГЕТИЧЕСКАЯ'];['СТАВРОПОЛЬСКИЙ', 'ПЯТИГОРСК', 'ДУНАЕВСКОГО'];[10, 0, 0, 0];[3, 3, 3, 1];[];10;10;0;0;3;0;0;1;0
1644057544;"ООО ""ТН-Энергосбыт""";energosbyt.tatneft.ru;kontakti?lang=ru;0;['ТН-ЭНЕРГОСБЫТ'];['ТАТНЕФТЬ-ЭНЕРГОСБЫТ'];['ТАТАРСТАН', 'АЛЬМЕТЬЕВСКИЙ', 'АЛЬМЕТЬЕВСК', 'ТУХВАТУЛЛИНА'];[0, 4, 1, 0];[1, 1, 3, 1];[];5;6;0;1;3;0;0;1;0
7017373959;"АО ""Томская генерация""";energo.tom.ru;energo.tom.ru;energo.tom.ru;['ТОМСКАЯ', 'ГЕНЕРАЦИЯ'];[];['ТОМСКАЯ', 'ТОМСКИЙ', 'ВЕРШИНИНО'];[24, 0, 12, 0];[];[];36;0;0;12;0;0;0;0;0
7705429930;"Ассоциация ""НП Совет рынка""";np-sr.ru;np-sr.ru;0;['СОВЕТ', 'РЫНКА'];['НЕКОММЕРЧЕСКОЕ', 'ПАРТНЕРСТВО', 'ОРГАНИЗАЦИИ', 'ЭФФЕКТИВНОЙ', 'СИСТЕМЫ', 'ОПТОВОЙ', 'РОЗНИЧНОЙ', 'ТОРГОВЛИ', 'ЭЛЕКТРИЧЕСКОЙ', 'ЭНЕРГИЕЙ', 'МОЩНОСТЬЮ'];['МОСКВА', 'КРАСНОПРЕСНЕНСКАЯ'];[75, 3, 2, 1];[];[];81;0;0;2;0;0;1;0;0
7325106267;"ООО ""СЭСК""";sesk86.ru;sescompany.ru;#Н/Д;['СЭСК'];[];[];[1, 0, 0, 0];[5, 0, 0, 0];[];1;5;0;0;0;0;0;0;0
7706697347;"АО ""ЕвроСибЭнерго""";eurosib.ru;promplo.ru;0;['ЕВРОСИБЭНЕРГО'];[];['КРАСНОЯРСКИЙ', 'ДИВНОГОРСК', 'ЧКАЛОВА'];[2, 0, 0, 0];[10, 0, 0, 0];[];2;10;0;0;0;0;0;0;0
1007023785;"ООО ""НГБП""";ng-bp.ru;ng-bp.ru;0;['НГБП'];['НОРД', 'ГИДРО-БЕЛЫЙ', 'ПОРОГ'];['ПЕТРОЗАВОДСК', 'ЗАВОДСКАЯ'];[1, 2, 0, 0];[];[];3;0;0;0;0;0;0;0;0
7736252095;"ООО ""Самарская СЭС""";solarsystems.msk.ru;Территориям;0;['САМАРСКАЯ', 'СЭС'];['СОЛНЕЧНАЯ', 'ЭЛЕКТРОСТАНЦИЯ'];['МОСКВА', 'ПРЕСНЕНСКАЯ'];[7, 7, 0, 0];[0, 0, 0, 0];[];14;0;0;0;0;0;0;0;0
7703391618;"ООО ""Сан Проджектс""";solarsystems.msk.ru;information/;0;['САН', 'ПРОДЖЕКТС'];[];['МОСКВА', 'ПРЕСНЕНСКАЯ'];[6, 0, 0, 0];[22, 0, 0, 0];[];6;22;0;0;0;0;0;0;0
7810348720;"ООО ""СКВ""";skvcompany.com;skv-spb.ru;0;['СКВ'];['СБЫТОВАЯ', 'ВЫМПЕЛ'];['САНКТ-ПЕТЕРБУРГ'];[24, 0, 0, 0];[15, 0, 5, 5];[];24;25;0;0;5;0;0;5;0
3110009570;"ЗАО ""СК Короча""";miratorg.ru;ЗАО СК Короча;0;['КОРОЧА'];['СВИНОКОМПЛЕКС'];['БЕЛГОРОДСКАЯ', 'КОРОЧАНСКИЙ', 'МАЛЬЦЕВКА'];[1, 0, 1, 0];[0, 0, 0, 0];[];2;0;0;1;0;0;0;0;0
2632082033;"ПАО ""МРСК Северного Кавказа""";rossetisk.ru;rossetisk.ru;http://npsksp.ru;['МРСК', 'СЕВЕРНОГО', 'КАВКАЗА'];['МЕЖРЕГИОНАЛЬНАЯ', 'РАСПРЕДЕЛИТЕЛЬНАЯ', 'СЕТЕВАЯ'];['СТАВРОПОЛЬСКИЙ', 'ПЯТИГОРСК', 'ПОДСТАНЦИОННАЯ'];[6, 1, 0, 0];[];[0, 0, 0, 0];7;0;0;0;0;0;0;0;0
7708792780;"ООО ""Энергоком""";energocom.su;energocom.su;0;['ЭНЕРГОКОМ'];['ЭНЕРГОСЕРВИСНАЯ'];['ТВЕРСКАЯ', 'ТВЕРЬ', 'ИНДУСТРИАЛЬНАЯ'];[6, 0, 0, 0];[];[];6;0;0;0;0;0;0;0;0
7729530055;"АО ""АПБЭ""";e-apbe.ru;about/;0;['АПБЭ'];['АГЕНТСТВО', 'ПРОГНОЗИРОВАНИЮ', 'БАЛАНСОВ', 'ЭЛЕКТРОЭНЕРГЕТИКЕ'];['МОСКВА', 'БЕЛОВЕЖСКАЯ'];[3, 4, 1, 0];[6, 4, 0, 0];[];8;10;0;1;0;0;0;0;0
7839041402;"ООО ""ЭК ""СТИ""";ek-sti.ru;ek-sti.ru;0;['СТИ'];['ЭНЕРГЕТИЧЕСКАЯ'];['САНКТ-ПЕТЕРБУРГ', 'КРОНШТАДТ', 'СОВЕТСКАЯ'];[24, 3, 1, 0];[];[];28;0;0;1;0;0;0;0;0
3123367220;"ООО ""СбытЭнерго"" (г.Белгород)";sbyt-energo.ru;kontakty/;0;['СБЫТЭНЕРГО'];[];['БЕЛГОРОДСКАЯ', 'БЕЛГОРОД', 'ИНТЕРНАЦИОНАЛА'];[14, 0, 2, 0];[8, 0, 3, 0];[];16;11;0;2;3;0;0;0;0
5249105233;"ООО ""Синтез Энерго-Ресурс""";sintezenergoresurs.ru;sintezenergoresurs.ru;0;['СИНТЕЗ', 'ЭНЕРГО-РЕСУРС'];[];['НИЖЕГОРОДСКАЯ', 'НОВГОРОД', 'ВАРВАРСКАЯ'];[4, 0, 0, 0];[];[];4;0;0;0;0;0;0;0;0
7811500511;"ООО ""БСК""";bsk.ru;bsk-ees.ru;0;['БСК'];['БАЛТИЙСКАЯ', 'СБЫТОВАЯ'];['САНКТ-ПЕТЕРБУРГ', 'ВЫБОРГСКИЙ', 'ПАРНАС', 'ВЕРХНИЙ', 'ПОМ'];[8, 6, 3, 0];[4, 0, 0, 0];[];17;4;0;3;0;0;0;0;0
7328500977;"ООО ""СЭСНа""";sesna.su;sesna.su;#Н/Д;['СЭСНА'];[];[];[8, 0, 0, 0];[];[];8;0;0;0;0;0;0;0;0
3663071315;"ООО ""Воронежсбыт""";voronezh.tizu.ru;company/477100/;0;['ВОРОНЕЖСБЫТ'];[];['ВОРОНЕЖСКАЯ', 'ВОРОНЕЖ', 'ЛЕНИНСКИЙ'];[0, 0, 23, 0];[9, 0, 38, 7];[];23;54;0;23;38;0;0;7;0
7703414801;"ООО ""Сан Проджектс 2""";solarsystems.msk.ru;information/;0;['САН', 'ПРОДЖЕКТС'];[];['МОСКВА', 'ПРЕСНЕНСКАЯ'];[6, 0, 0, 0];[22, 0, 0, 0];[];6;22;0;0;0;0;0;0;0
3453004143;"ООО""Камышинская ТЭЦ""";ktec34.ru;ktec34.ru;#Н/Д;['КАМЫШИНСКАЯ', 'ТЭЦ'];[];[];[30, 0, 0, 0];[];[];30;0;0;0;0;0;0;0;0
3435126710;"ООО ""Тепловая генерация г. Волжского""";tgv34.ru;tgv34.ru;0;['ТЕПЛОВАЯ', 'ГЕНЕРАЦИЯ', 'ВОЛЖСКОГО'];[];['ВОЛГОГРАДСКАЯ', 'ВОЛЖСКИЙ', 'АЛЕКСАНДРОВА'];[27, 0, 3, 1];[];[];31;0;0;3;0;0;1;0;0
7701366905;"ООО ""ЭСК ""Лидер""";esk-lider.ru;;0;['ЭСК', 'ЛИДЕР'];['ЭНЕРГОСБЫТОВАЯ'];['МОСКВА'];[15, 1, 1, 1];[];[];18;0;0;1;0;0;1;0;0
7805570253;"ООО ""ЭнергоРОК-1""";energorok-1.ru;energorok-1.ru;0;['ЭНЕРГОРОК-1'];[];['САНКТ-ПЕТЕРБУРГ'];[0, 0, 0, 0];[];[];0;0;0;0;0;0;0;0;0
7206025040;"ООО ""СИБУР Тобольск""";sibur.ru;siburtobolsk/;mauk-center.ru;['СИБУР', 'ТОБОЛЬСК'];[];['ТЮМЕНЬ', 'САККО'];[37, 0, 1, 0];[48, 0, 1, 0];[51, 0, 0, 0];38;49;51;1;1;0;0;0;0
9102070194;"АО ""КРЫМТЭЦ""";krimtec.ru;;0;['КРЫМТЭЦ'];['КРЫМТЕПЛОЭЛЕКТРОЦЕНТРАЛЬ'];['КРЫМ', 'СИМФЕРОПОЛЬ', 'ГРЭСОВСКИЙ', 'МОНТАЖНАЯ'];[13, 0, 24, 1];[];[];38;0;0;24;0;0;1;0;0
6143088300;"ООО ""Волгодонская тепловая генерация""";volgodonsk-tg.ru;volgodonsk-tg.ru;0;['ВОЛГОДОНСКАЯ', 'ТЕПЛОВАЯ', 'ГЕНЕРАЦИЯ'];[];['РОСТОВСКАЯ', 'ВОЛГОДОНСК', '4-Я'];[9, 0, 8, 1];[];[];18;0;0;8;0;0;1;0;0
9203500799;"ООО ""СГС ПЛЮС""";sgsplus.ru;sgsplus.ru;0;['СГС', 'ПЛЮС'];[];['СЕВАСТОПОЛЬ', 'ПАРШИНА'];[22, 0, 7, 0];[];[];29;0;0;7;0;0;0;0;0
9102002878;"ГУП РК ""Крымэнерго""";gup-krymenergo.crimea.ru;gup-krymenergo.crimea.ru;http://realtysea.com;['КРЫМЭНЕРГО'];[];['КРЫМ', 'СИМФЕРОПОЛЬ', 'КИЕВСКАЯ'];[];[];[0, 0, 7, 0];0;0;7;0;0;7;0;0;0
716002859;"АО ""ЭСК"" (г.Прохладный)";ao-esk.ru;ao-esk.ru;#Н/Д;['ЭСК'];[];[];[2, 0, 0, 0];[];[];2;0;0;0;0;0;0;0;0
6164266561;"ПАО ""МРСК Юга""";mrsk-yuga.ru;mrsk-yuga.ru;0;['МРСК', 'ЮГА'];['МЕЖРЕГИОНАЛЬНАЯ', 'РАСПРЕДЕЛИТЕЛЬНАЯ', 'СЕТЕВАЯ'];['РОСТОВ-НА-ДОНУ', 'САДОВАЯ'];[120, 6, 2, 1];[];[];129;0;0;2;0;0;1;0;0
3702736140;"АО ""Солнечный ветер""";tplusgroup.ru;activity/ao-solnechnyi-veter/;0;['СОЛНЕЧНЫЙ', 'ВЕТЕР'];[];['ОРЕНБУРГСКАЯ', 'ОРЕНБУРГ', 'АКСАКОВА'];[2, 0, 10, 0];[10, 0, 1, 0];[];12;11;0;10;1;0;0;0;0
7743788497;"ООО ""ГЭК""";gek2.ru;gek2.ru;0;['ГЭК'];['ГЕНЕРАЛЬНАЯ', 'ЭНЕРГЕТИЧЕСКАЯ'];['МОСКВА'];[10, 5, 0, 0];[];[];15;0;0;0;0;0;0;0;0
5024173259;"ООО ""ЕЭС-Гарант""";ies-garant.ru;ies-garant.ru;0;['ЕЭС-ГАРАНТ'];[];['МОСКОВСКАЯ', 'АВТОДОРОГА', 'ТЕР', 'СТРОЕНИЕ'];[17, 0, 8, 1];[];[];26;0;0;8;0;0;1;0;0
7840320023;"ООО ""Ветропарки ФРВ""";fortum.ru;ooo-vetroparki-frv;http://fortum.com;['ВЕТРОПАРКИ', 'ФРВ'];[];['МОСКВА', 'ПРЕСНЕНСКАЯ'];[0, 0, 0, 0];[12, 0, 0, 0];[0, 0, 0, 0];0;12;0;0;0;0;0;0;0
6330017980;"АО ""ННК""";nnk.ru;nnk.ru;#Н/Д;['ННК'];[];[];[8, 0, 0, 0];[];[];8;0;0;0;0;0;0;0;0
7729663922;"ООО ""РТ-Энерго""";rtenergy.ru;rtenergy.ru;0;['РТ-ЭНЕРГО'];['РТ-ЭНЕРГОЭФФЕКТИВНОСТЬ'];['МОСКВА', 'УДАЛЬЦОВА'];[14, 2, 1, 0];[];[];17;0;0;1;0;0;0;0;0
2636053932;"ООО ""Умные Системы""";s7-1500.ru;s7-1500.ru;0;['УМНЫЕ', 'СИСТЕМЫ'];[];['СТАВРОПОЛЬСКИЙ', 'СТАВРОПОЛЬ', 'КУЛАКОВА'];[21, 0, 0, 0];[];[];21;0;0;0;0;0;0;0;0
917031779;"ООО ""Южэнергострой""";южэнергострой.рф;;0;['ЮЖЭНЕРГОСТРОЙ'];[];['КАРАЧАЕВО-ЧЕРКЕССКАЯ', 'ЧЕРКЕССК', 'СЕВЕРНЫЙ'];[4, 0, 1, 0];[];[];5;0;0;1;0;0;0;0;0
9705068572;"ООО ""АГК-1""";w2e.ru;;0;['АГК-1'];['АЛЬТЕРНАТИВНАЯ', 'ГЕНЕРИРУЮЩАЯ', 'КОМПАНИЯ-1'];['МОСКОВСКАЯ', 'АВТОДОРОГА', 'ТЕР', 'КОМНАТЫ'];[1, 4, 4, 0];[];[];9;0;0;4;0;0;0;0;0
2309137928;"ООО ""Квант""";npp-kvant.ru;tvkvant.ru;0;['КВАНТ'];[];['КРАСНОДАРСКИЙ', 'КРАСНОДАР', 'КУЗНЕЧНАЯ'];[4, 0, 0, 0];[0, 0, 0, 0];[];4;0;0;0;0;0;0;0;0
266029390;"ООО ""НСТЭЦ""";nslvtec.ru;nslvtec.ru;www.nslvtec.ru;['НСТЭЦ'];['НОВО-САЛАВАТСКАЯ', 'ТЭЦ'];['БАШКОРТОСТАН', 'САЛАВАТ'];[4, 41, 30, 24];[];[4, 41, 30, 24];99;0;99;30;0;30;24;0;24
5038110315;"ООО ""ЭСС""";mkess.ru;;0;['ЭСС'];['ЭНЕРГОСБЫТСЕРВИС'];['МОСКОВСКАЯ', 'ЛЮБЕРЦЫ', 'МОСКОВСКАЯ'];[3, 0, 0, 0];[];[];3;0;0;0;0;0;0;0;0
233007263;"ООО ""Бугульчанская СЭС""";energocontract-orenburg.ru;Отделы;0;['БУГУЛЬЧАНСКАЯ', 'СЭС'];['СОЛНЕЧНАЯ', 'ЭЛЕКТРОСТАНЦИЯ'];['БАШКОРТОСТАН', 'КУЮРГАЗИНСКИЙ', 'БУГУЛЬЧАН', 'ШОССЕЙНАЯ'];[1, 0, 0, 0];[1, 0, 0, 0];[];1;1;0;0;0;0;0;0;0
7704440018;"ООО ""ЭСВ""";esbvolga.ru;esbvolga.ru;0;['ЭСВ'];['ЭНЕРГОСБЫТ', 'ВОЛГА'];['ВЛАДИМИРСКАЯ', 'ВЛАДИМИР', 'ОКТЯБРЬСКИЙ'];[3, 3, 2, 1];[];[];9;0;0;2;0;0;1;0;0
7706284445;"ООО ""ЭНЕРГОПРОМСБЫТ""";energopromsbyt.ru;energopromsbyt.ru;0;['ЭНЕРГОПРОМСБЫТ'];[];['МОСКВА', 'ЯКИМАНКА'];[3, 0, 1, 0];[];[];4;0;0;1;0;0;0;0;0
1328013309;"ООО ""МЭК"" (г.Саранск)";eltos.ru;;0;['МЭК'];['МОРДОВСКАЯ', 'ЭНЕРГЕТИЧЕСКАЯ'];['МОРДОВИЯ', 'САРАНСК', 'ПРОЛЕТАРСКАЯ'];[2, 0, 3, 0];[];[];5;0;0;3;0;0;0;0;0
7204084481;"АО ""Антипинский НПЗ""";annpz.ru;annpz.ru;www.annpz.ru;['АНТИПИНСКИЙ', 'НПЗ'];['НЕФТЕПЕРЕРАБАТЫВАЮЩИЙ'];['ТЮМЕНЬ', 'ТРАКТА', 'СТР'];[121, 7, 12, 10];[];[121, 7, 12, 10];150;0;150;12;0;12;10;0;10
2460087269;"АО ""КрасЭКо""";kraseco24.ru;kraseco24.ru;антикоравто.рф;['КРАСЭКО'];['КРАСНОЯРСКАЯ', 'РЕГИОНАЛЬНАЯ', 'ЭНЕРГЕТИЧЕСКАЯ'];['КРАСНОЯРСК', 'МАРКОВСКОГО'];[];[];[];0;0;0;0;0;0;0;0;0
3812142445;"ООО ""ЕвроСибЭнерго-Гидрогенерация""";hydropower.ru;…ooo-evrosibenergo-gidrogeneratsiya/;0;['ЕВРОСИБЭНЕРГО-ГИДРОГЕНЕРАЦИЯ'];[];['ИРКУТСКАЯ', 'ИРКУТСК', 'СУХЭ-БАТОРА'];[4, 0, 0, 0];[0, 0, 0, 0];[];4;0;0;0;0;0;0;0;0
7731382319;"ООО ""Тераватт""";terawatt-group.com;zachestnyibiznes.ru;0;['ТЕРАВАТТ'];[];['МОСКВА', 'ПРЕСНЕНСКАЯ'];[0, 0, 0, 0];[0, 0, 2, 0];[];0;2;0;0;2;0;0;0;0
8901030855;"АО ""Салехардэнерго""";slenergo.ru;slenergo.ru;0;['САЛЕХАРДЭНЕРГО'];[];['ТЮМЕНСКАЯ', 'САЛЕХАРД', 'ЯМАЛЬСКАЯ'];[15, 0, 18, 0];[];[];33;0;0;18;0;0;0;0;0
7812013775;"АО ""ПЭС""";pes.spb.ru;lenenergo.ru;http://zyryan.ru;['ПЭС'];['ПЕТРОЭЛЕКТРОСБЫТ'];['САНКТ-ПЕТЕРБУРГ', 'МИХАЙЛОВА'];[];[0, 0, 4, 0];[0, 0, 0, 0];0;4;0;0;4;0;0;0;0
7703435054;"ООО ""Энергия ветра""";sev.ru;energiya-vetra.tiu.ru;0;['ЭНЕРГИЯ', 'ВЕТРА'];[];['МОСКВА', 'ВСПОЛЬНЫЙ'];[22, 0, 2, 0];[26, 0, 2, 0];[];24;28;0;2;2;0;0;0;0
6671163413;"ОАО ""МРСК Урала""";mrsk-ural.ru;mrsk-ural.ru;www.merlinural.ru;['МРСК', 'УРАЛА'];['МЕЖРЕГИОНАЛЬНАЯ', 'РАСПРЕДЕЛИТЕЛЬНАЯ', 'СЕТЕВАЯ'];['ЕКАТЕРИНБУРГ', 'ЛИБКНЕХТА'];[30, 4, 3, 0];[];[0, 0, 1, 0];37;0;1;3;0;1;0;0;0
2460105567;"ООО ""ЭК Сибири""";sibgenco.ru;about/company/sales-of…ooo-ek-sibiri/;0;['СИБИРИ'];['ЭНЕРГОСБЫТОВАЯ'];['КРАСНОЯРСКИЙ', 'КРАСНОЯРСК', 'БОГРАДА'];[0, 0, 1, 0];[3, 0, 18, 0];[];1;21;0;1;18;0;0;0;0
5024117977;КЭС-Энергосбыт, ЗАО;energybase.ru;Генерирующие компании;#Н/Д;[];[];[];[0, 0, 0, 0];[0, 0, 0, 0];[];0;0;0;0;0;0;0;0;0
7728662661;"ПАО ""Россети""";rosseti.ru;rosseti.ru;#Н/Д;['РОССЕТИ'];[];[];[24, 0, 0, 0];[];[];24;0;0;0;0;0;0;0;0
7729438685;Ассоциация ГП и ЭСК;npgp.ru;facebook.com;#Н/Д;[];[];[];[0, 0, 0, 0];[0, 0, 0, 0];[];0;0;0;0;0;0;0;0;0
7706757331;"АО ""ОТЭК""";oao-otek.ru;oao-otek.ru;0;['ОТЭК'];['ОБЪЕДИНЁННАЯ', 'ТЕПЛОЭНЕРГЕТИЧЕСКАЯ'];['МОСКВА', 'ПОГОРЕЛЬСКИЙ'];[10, 0, 2, 1];[];[];13;0;0;2;0;0;1;0;0
7703439242;"ООО ""ППК""";ppk-eco.ru;;0;['ППК'];['ПЯТАЯ', 'ПРОЕКТНАЯ'];['МОСКВА', 'ПРЕСНЕНСКАЯ'];[0, 0, 0, 0];[];[];0;0;0;0;0;0;0;0;0
9701098248;"АО ""ВетроОГК-2""";novawind.ru;disclosure/vetroogk2/;0;['ВЕТРООГК-2'];['ВЕТРОЭНЕРГЕТИЧЕСКАЯ', 'ОТДЕЛЬНАЯ', 'ГЕНЕРИРУЮЩАЯ', 'КОМПАНИЯ-2'];['МОСКВА', 'ЩИПОК'];[2, 0, 0, 0];[5, 24, 0, 0];[];2;29;0;0;0;0;0;0;0
7604193710;"ООО ""ТГК-2 Энергосбыт""";tgc2-energo.ru;tgc2-energo.ru;0;['ТГК-2', 'ЭНЕРГОСБЫТ'];[];['АРХАНГЕЛЬСКАЯ', 'АРХАНГЕЛЬСК', 'КАНАЛ'];[14, 0, 82, 2];[];[];98;0;0;82;0;0;2;0;0
3305721789;"ООО ""ПЭК""";PECom.ru;PECom.ru;0;['ПЭК'];['ПРОИЗВОДСТВЕННАЯ', 'ЭНЕРГОСБЫТОВАЯ'];['ВЛАДИМИРСКАЯ', 'КОВРОВ', 'МАШИНОСТРОИТЕЛЕЙ'];[35, 0, 0, 0];[];[];35;0;0;0;0;0;0;0;0
2632105932;"ООО ""СК-Энергосбыт""";sk-energosbit.ru;sk-energosbit.ru;0;['СК-ЭНЕРГОСБЫТ'];[];['СТАВРОПОЛЬСКИЙ', 'ПЯТИГОРСК', 'СВОБОДЫ', 'КОСМОДЕМЬЯНСКОЙ'];[];[];[];0;0;0;0;0;0;0;0;0
2536293916;"ООО ""ВЭК""";ve-c.ru;vec36.ru;0;['ВЭК'];['ВОСТОЧНАЯ', 'ЭНЕРГОСБЫТОВАЯ'];['ПРИМОРСКИЙ', 'ВЛАДИВОСТОК', 'СВЕТЛАНСКАЯ'];[4, 0, 0, 0];[9, 0, 0, 0];[];4;9;0;0;0;0;0;0;0
5024170498;"ООО ""Регионы-Энерго""";regionsenergo.ru;regionsenergo.ru;0;['РЕГИОНЫ-ЭНЕРГО'];[];['МОСКОВСКАЯ', 'КРАСНОГОРСК', 'ЗНАМЕНСКАЯ'];[0, 0, 5, 1];[];[];6;0;0;5;0;0;1;0;0
7703438009;"ООО ""Первый Ветропарк ФРВ""";vetroparki.ru;;0;['ПЕРВЫЙ', 'ВЕТРОПАРК', 'ФРВ'];[];['МОСКВА', 'ПРЕСНЕНСКАЯ'];[18, 0, 0, 0];[];[];18;0;0;0;0;0;0;0;0
6324049550;"ООО ""ПЭСК""";gkpesk.ru;pesk59.ru;0;['ПЭСК'];['ПОВОЛЖСКАЯ', 'ЭНЕРГОСБЫТОВАЯ'];['САМАРСКАЯ', 'ТОЛЬЯТТИ', 'КОММУНИСТИЧЕСКАЯ'];[0, 0, 0, 0];[1, 0, 0, 0];[];0;1;0;0;0;0;0;0;0
7723408549;"ООО ""ОЭСК""";оэск.рф;elektroseti.com;0;['ОЭСК'];['ОБЪЕДИНЕННАЯ', 'ЭЛЕКТРОСЕТЕВАЯ'];['МОСКВА', 'ТРОФИМОВА'];[20, 8, 2, 0];[14, 0, 0, 0];[];30;14;0;2;0;0;0;0;0
2130091901;"ООО ""НЭСК""";nesk.ru;nesk71.ru;0;['НЭСК'];['НЕЗАВИСИМАЯ', 'ЭНЕРГОСБЫТОВАЯ'];['ЧУВАШИЯ', 'ЧЕБОКСАРЫ', 'ДЕКАБРИСТОВ'];[5, 5, 0, 0];[5, 5, 0, 0];[];10;10;0;0;0;0;0;0;0
7736317095;"ООО ""ССК""";gkcck.ru;sibserv.com;0;['ССК'];[];['ВОЛОГОДСКАЯ', 'ВОЛОГДА', 'ЗОСИМОВСКАЯ'];[9, 0, 0, 0];[10, 0, 0, 0];[];9;10;0;0;0;0;0;0;0
7453215550;"АО ""Энергосбыт""";esplus.ru;about/;0;['ЭНЕРГОСБЫТ'];[];['ЧЕЛЯБИНСКАЯ', 'ЧЕЛЯБИНСК', 'ЭНГЕЛЬСА'];[10, 0, 0, 0];[14, 0, 0, 0];[];10;14;0;0;0;0;0;0;0
2411021106;"ООО ""Энерговыбор-Сибирь""";ooo-energovyborsibir.russia-opt.com;;0;['ЭНЕРГОВЫБОР-СИБИРЬ'];[];['КРАСНОЯРСКИЙ', 'ЕМЕЛЬЯНОВСКИЙ', 'ШУВАЕВО', 'ТРАКТА'];[2, 0, 5, 3];[];[];10;0;0;5;0;0;3;0;0
8602171819;"ООО ""НЭП""";proekt-nep.ru;nep.expert;www.tmesk.ru;['НЭП'];['НЕЗАВИСИМОЕ', 'ЭНЕРГОСБЫТОВОЕ', 'ПРЕДПРИЯТИЕ'];['АВТОНОМНЫЙ', 'СУРГУТ', 'МИРА'];[0, 0, 0, 0];[6, 2, 0, 0];[0, 0, 6, 2];0;8;8;0;0;6;0;0;2
